gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,SeniorCitizen,PC1,PC2,Churn
0,1,1,1,2,1,2,2,0,2,2,0,2,1,1,0,2.501740338628753,-0.017835440138084177,0
1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1,-0.4256271934624756,1.5846932469782127,1
0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,-1.2990187514916203,0.975455060464974,1
1,0,1,1,0,0,0,0,2,2,0,0,1,0,1,0,-0.9840691735503649,0.2154841089008113,0
1,1,1,1,0,2,1,1,1,1,1,1,1,1,0,0,-1.402388787998725,-0.971927289733373,0
0,0,0,1,2,2,1,1,1,1,1,1,1,0,0,0,-0.6409989194267853,-1.4199201332349727,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,0,-0.43793316092082263,-1.8349912145047034,0
1,0,0,1,0,0,0,2,2,2,0,0,0,1,2,0,-1.0358687565468734,0.4692093266680916,0
1,0,0,0,1,0,2,2,0,0,0,0,0,1,3,0,-0.23325224845620038,-1.2067080699855364,0
1,0,0,1,0,1,0,2,2,0,2,2,0,1,2,0,0.7978051675350841,0.9737904698483351,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,-1.2207629280173957,0.9091027560461533,0
0,1,0,1,0,0,0,0,2,0,2,2,0,0,1,0,-1.2709795767757246,0.9196625345558461,0
1,1,0,1,0,2,1,1,1,1,1,1,1,0,1,0,-1.2757059355347387,-1.055955223977521,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,-1.7110220881972564,0.31685922872724737,1
1,1,0,1,2,1,2,2,2,0,2,2,2,1,0,1,3.2724477298373036,0.04454262690308763,0
1,1,1,1,2,0,2,2,2,0,0,2,2,1,0,1,1.0111996595648196,-0.2054167973914402,0
1,0,0,1,2,1,0,2,2,0,2,2,0,1,2,0,1.95862454533921,0.43752282005617593,0
0,0,0,1,2,0,2,2,2,2,2,2,2,1,1,0,2.2478133292084044,-0.26719457133542596,0
0,0,0,1,0,0,0,0,0,0,0,2,0,1,3,0,-1.5514838699918803,0.5718843611765867,1
1,0,0,0,1,0,2,2,0,2,0,0,0,0,3,0,-1.6548828985395527,0.17016596565711847,0
0,1,0,1,0,0,2,2,0,2,0,0,2,0,3,0,0.6228543224570632,-0.7927329392545555,0
0,0,0,1,0,0,2,2,2,0,0,0,0,0,2,0,-0.10876612604356516,-0.16872091023247932,0
0,1,1,1,2,1,2,2,2,2,2,2,2,0,1,0,2.7476833030024257,0.5229059333267859,0
1,1,1,1,2,1,0,0,2,2,2,2,1,1,2,0,1.3607766871222793,0.7290021712963473,1
1,0,0,1,2,2,1,1,1,1,1,1,1,1,0,1,-1.0623636680489152,-1.0266941878131375,0
0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,0,-1.0334755375735418,-1.0912388856552127,0
0,1,0,0,1,0,0,0,2,2,0,2,2,1,2,0,0.8794695172696391,-1.4491727730133224,0
1,1,1,1,0,0,0,0,0,0,2,2,1,1,2,0,-0.8722821060017311,0.5159423612903995,0
1,0,0,1,0,0,0,0,2,0,0,0,0,1,3,0,-0.7763050713129311,-0.1600938700414192,0
1,1,0,1,0,2,1,1,1,1,1,1,1,1,2,1,-1.4664757531265393,-0.8787447688100121,0
1,1,1,1,2,2,1,1,1,1,1,1,2,0,3,0,-0.7220075309093392,-1.341856627953344,0
1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,0,3.406942313543717,0.27194796614088246,0
1,0,0,1,2,1,0,0,2,2,2,0,0,0,0,1,-0.032689006680382715,1.1359321166617555,0
1,1,1,1,2,1,2,0,2,0,2,2,0,0,1,0,1.9525238594701573,0.5639357525602899,1
1,0,0,1,0,1,2,0,0,0,0,0,0,0,2,1,-1.0854779206663137,1.0339089782658983,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,-2.050657573345815,-0.22605509963139767,0
1,1,1,1,2,1,0,0,2,0,2,0,0,1,0,0,-0.21711849780989348,1.1120020532601178,0
1,1,0,1,2,1,0,0,2,0,2,2,2,0,2,0,2.4778250840265965,0.12831689722191825,0
1,1,1,1,2,1,2,0,2,2,2,2,2,0,0,0,2.809067475162315,0.22066794942212567,1
0,0,0,1,2,1,0,0,2,0,2,2,2,0,0,1,3.012358261972685,-0.0617056335923892,0
1,1,1,1,2,1,2,0,0,2,2,2,2,0,0,0,2.77462662773578,0.06603072712079616,0
1,1,0,1,2,1,2,0,0,0,2,0,0,0,0,0,0.9008740611636937,0.536267294821544,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-2.0954156206514596,-0.3682778692349939,0
1,0,0,1,0,1,0,2,2,2,2,2,1,1,0,0,2.008249601657211,0.48715888896573134,1
0,0,1,1,2,2,1,1,1,1,1,1,0,1,3,0,-1.946879415530491,-0.2742420805924445,0
0,0,0,1,2,0,0,0,2,2,2,2,1,1,3,0,0.6912345145772143,0.20595778248064675,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-2.1312490443980154,-0.35488222839446587,1
1,1,1,1,2,2,1,1,1,1,1,1,2,1,0,0,-0.47875722206058663,-1.5788500453902212,0
1,1,1,0,1,0,2,0,0,2,0,0,0,0,0,0,-0.8718808839423667,-0.7071228469527419,1
1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,1,-0.1434502352359892,0.29337414188582217,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,-1.2309166510050544,0.9799246940813666,0
1,1,0,1,2,0,0,2,2,2,2,2,0,1,0,1,0.19355358954072352,0.6584830485420774,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,-1.700331382853597,0.33394854172643,1
0,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0.03978721044304919,-2.0544249285809237,0
0,1,0,1,0,1,0,2,2,0,2,2,0,0,2,0,1.731065502328614,0.4248846748509258,0
1,1,0,1,2,1,0,2,0,2,2,2,1,1,2,0,2.7438659114812403,0.0761727335330488,1
0,1,0,1,0,1,0,2,0,0,2,2,1,1,2,0,2.3165852796064716,-0.04030703232467784,0
0,1,1,1,2,1,2,0,0,0,2,2,1,0,3,0,2.0177156311612414,0.30446528644804144,0
0,1,0,1,2,1,0,2,2,0,2,0,0,1,2,1,-0.30322001517029024,1.4134287903387304,1
1,1,0,1,2,1,2,2,0,2,2,2,2,1,1,0,3.2589619499305984,0.056924509490560916,0
1,1,0,1,2,1,2,0,0,0,0,2,0,1,2,0,-0.7985749444206962,1.3685731293709906,0
1,0,1,1,0,2,1,1,1,1,1,1,2,1,3,0,-0.4989238138647745,-1.7685258622209055,0
0,0,0,1,2,0,0,0,0,2,2,0,0,0,3,0,-0.008910538219669027,-0.03162047494002634,0
1,1,1,1,2,1,2,0,2,2,0,0,0,0,2,0,0.5086777733311405,0.664044264268838,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,-1.278459702753814,1.0083191239249405,1
0,0,0,1,0,0,2,0,2,2,0,2,1,1,0,0,1.700383289860498,-0.7313040052571297,0
1,0,0,0,1,0,0,2,2,0,0,2,0,1,2,1,-1.7398047564301853,0.2708495398832944,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,-1.6856494676679727,0.2807888361389288,1
1,0,0,1,0,0,0,0,0,2,0,0,0,1,3,0,-1.5028531348878247,0.38972272453438833,0
0,0,0,1,2,1,2,2,2,0,0,0,0,0,1,1,0.5053933281098036,0.7537018038715672,1
1,0,0,1,0,1,0,0,2,0,2,0,0,1,2,0,-1.0564219763855072,1.3632510092925776,1
1,1,1,1,0,1,2,2,2,0,2,2,1,1,0,0,2.9854997793919047,-0.042516446133851124,0
0,0,0,1,0,1,2,2,2,0,2,2,1,1,2,0,2.3803671556917565,0.3574027081160079,1
0,0,0,1,2,1,0,0,0,0,2,2,0,1,3,0,0.4722869932951199,0.9038178026535557,1
1,0,0,1,0,2,1,1,1,1,1,1,2,1,1,0,-0.7222209366964042,-1.558752903163264,0
1,1,1,1,2,1,2,0,2,0,0,2,2,0,0,0,2.213745164299963,-0.12566239848729058,0
1,0,0,1,2,1,0,2,0,0,2,2,0,1,2,0,1.3877143607018196,0.6802671316411205,1
0,1,0,1,2,1,2,2,2,2,0,2,1,1,1,1,2.831316294964262,0.0830166356117933,0
1,0,0,1,2,1,0,2,0,2,2,2,1,1,0,0,2.9201994361092667,0.01011226057859895,1
1,0,0,1,2,1,0,2,0,0,0,2,0,0,1,0,2.2405105457837053,-0.2845988542683971,0
0,1,0,1,2,1,0,0,0,2,2,2,0,1,2,1,1.2155710891052494,0.7501110919858223,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-2.0868653049732084,-0.3579446488461731,0
1,1,0,0,1,0,0,0,0,0,2,2,0,1,2,0,0.38332583417364985,-1.2085520438983695,0
0,1,0,1,0,0,0,2,0,0,2,2,0,1,0,0,-0.3269075582869521,0.3475777570432106,0
1,1,1,1,2,0,0,2,2,2,2,2,2,1,0,0,2.079835010542988,-0.5446727454002263,0
0,0,0,1,2,1,0,0,2,2,2,2,0,1,2,0,1.2427195287076696,0.836939332700552,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,-2.127137234650454,-0.34830941570247254,0
0,1,1,1,2,0,2,2,2,2,2,2,2,0,1,0,2.318158078758212,-0.37593289979064687,0
1,1,1,1,2,1,0,2,0,2,0,0,0,1,0,0,0.31883554059543456,0.5443101440863131,0
1,1,0,1,0,1,0,0,2,2,0,2,0,1,2,0,0.8384972205033167,0.5270923437069573,0
1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0,-0.9975162879161605,-1.3382545348548858,0
0,1,0,1,2,1,2,2,2,2,0,0,2,1,0,0,2.71248947554952,-0.3290498882430924,0
1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,0,-2.1345384921960644,-0.3601404785480606,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0,-1.0700413315216804,-1.2568066851163413,0
0,1,1,0,1,0,2,2,2,2,0,2,2,0,1,0,1.22156243529656,-1.2643052391861267,0
0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,-0.9796416051224032,0.011002664030869339,0
0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,-1.8639814108065347,0.07235059658509743,1
1,1,0,1,0,2,1,1,1,1,1,1,2,0,0,0,-1.3830710311078012,-1.010216803432953,0
1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0,-1.1498972295276857,-1.1972607055818056,0
0,0,0,1,0,1,0,2,0,0,0,0,1,0,2,0,0.9504216932220624,-0.1545995454405214,0
1,1,1,1,0,0,2,2,2,2,2,2,1,0,0,0,1.8441639469257969,-0.26002553738384077,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,0,-2.130426682448503,-0.35356766585606725,0
1,1,0,1,2,1,0,0,0,0,2,2,0,1,1,1,2.3782614114184506,-0.17393204187890327,0
0,0,0,1,2,0,2,0,0,0,0,0,1,0,3,0,-0.210218815803692,-0.35157640245672844,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0,-1.9234887000867926,-0.5448003971154367,0
0,1,0,1,2,0,2,2,2,2,0,2,2,1,0,1,2.2053005616433854,-0.5806386593296179,0
1,1,0,1,2,1,0,0,2,2,2,2,0,1,2,0,0.3815521440605937,1.3690784939884775,1
1,0,0,1,2,1,0,2,0,0,2,2,0,1,2,0,0.14303033695824938,1.2653253179522344,1
1,0,0,1,2,1,2,2,0,2,2,2,2,1,1,0,2.2004387728351533,0.5075855141985026,0
0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,-1.2401454813359705,0.215561432394588,0
0,0,1,1,0,2,1,1,1,1,1,1,1,0,0,0,-1.6193080986699933,-0.7683113312438443,1
1,1,0,1,2,1,2,0,2,0,2,2,0,1,2,1,2.0366522664191473,0.4622620761463401,1
1,1,0,1,2,1,2,0,0,0,0,0,0,1,2,1,-1.1312569137911215,1.2436258182983,1
0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0,-0.5775441429647631,-1.6347165927615317,0
0,1,0,1,2,2,1,1,1,1,1,1,2,1,1,1,0.17034019181511367,-1.9997934589664128,0
0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1,-0.862791399890045,1.5730489907848766,1
0,1,0,1,2,1,0,2,0,0,2,2,0,0,2,0,2.2861095998489946,0.19474353938452127,1
1,0,0,1,0,1,0,0,0,2,0,0,0,1,2,0,-1.2036247653481993,1.1279443149192185,1
1,0,0,1,0,1,2,2,0,0,2,2,1,0,0,0,2.1383371219804252,0.1768154951262021,0
0,1,0,1,2,1,0,0,0,0,2,0,0,1,2,0,-0.7457213625826952,1.2447687328060104,1
1,0,0,1,2,1,0,0,2,0,2,0,0,1,3,0,0.16358433868300376,0.8695121134970729,1
0,1,0,1,0,1,0,0,2,0,2,2,0,1,1,0,0.0008964052441425024,1.1898413993973247,0
1,1,1,1,2,1,2,0,2,0,2,0,1,0,0,0,0.725708894876087,0.8872950599606687,0
0,0,0,1,0,0,0,0,2,0,2,0,0,1,0,0,-0.384914457635585,-0.012784286598966329,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,-1.6986866589545728,0.3365776668032272,0
0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,1,-0.47373017967438175,0.6107914180932016,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,-1.1729987619958837,0.8945979322922396,1
0,1,0,1,0,2,1,1,1,1,1,1,2,1,3,1,-0.6195026579471651,-1.7076488168837214,0
0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,0,3.515875462113298,0.2458651421085622,0
0,0,0,1,0,1,0,2,2,0,0,0,0,1,2,0,-1.0983624358106316,1.2962083198342462,1
1,1,1,1,2,1,2,2,2,2,2,2,2,1,0,0,3.2061960141136265,0.2519897359080588,0
1,1,0,1,2,1,0,2,0,0,0,2,0,0,1,1,1.440481867180113,0.1917797488761259,1
1,0,0,0,1,0,0,2,2,0,2,2,0,1,2,1,0.46345036465461503,-0.7981243442028959,1
1,1,1,1,2,2,1,1,1,1,1,1,2,0,3,0,-0.5477615958595776,-1.4570628868267081,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,-1.2817491505518628,1.0030608737713462,1
0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,0,1.2078713591720447,-0.39536793983759444,1
1,1,0,1,0,2,1,1,1,1,1,1,1,0,2,0,-0.04726759649216068,-2.0919079648500274,0
1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0,-0.4041503482551803,-1.818657723230174,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.4977516907572934,0.15040322360220013,0
0,0,0,1,0,1,0,2,0,0,2,0,0,1,2,1,-0.8765257723478932,1.2520196505156445,0
1,1,1,1,0,1,2,0,0,0,2,2,0,0,1,0,0.4980996824557316,0.8590332517449886,1
0,1,1,1,2,1,0,2,0,2,2,2,2,1,1,0,2.8289013264545106,0.014754205930859509,0
0,1,1,1,2,0,2,0,0,0,2,2,1,0,0,0,-0.32094685920623256,0.6195803661464624,0
0,0,0,1,0,0,0,2,0,2,0,0,0,1,3,0,-0.99083296172353,0.15736309627393472,1
1,0,0,1,2,0,2,2,2,2,0,2,2,0,0,0,2.1354510356257497,-0.6325675389600282,0
1,1,0,1,2,1,0,2,0,0,2,2,0,1,1,0,0.7803832403700373,0.8818849212825743,0
1,0,0,1,0,2,1,1,1,1,1,1,0,1,1,0,-2.023747933126264,-0.39924227783646254,0
1,0,1,1,0,1,0,2,0,0,2,2,0,1,2,0,0.9128758061017145,0.6637793044913346,0
0,1,0,1,2,1,2,0,2,0,2,2,2,1,2,0,3.096999420280237,-0.05181852958423721,0
0,1,1,1,0,1,0,0,2,2,2,2,0,1,2,1,0.6895565654842264,0.9143033635561059,1
0,0,0,1,2,1,2,2,0,2,0,0,1,1,2,0,2.186038511290364,-0.24443211726955383,0
0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,0,-0.8444114620794182,1.26294419481481,1
1,0,0,0,1,0,2,2,2,2,2,0,2,0,3,0,-0.9515364405852396,0.18013906785406228,0
0,0,0,1,2,1,0,2,0,0,0,0,0,1,0,0,-0.7080825054766076,0.9940781805654036,1
0,0,1,1,0,2,1,1,1,1,1,1,2,0,1,0,-0.7127368619001797,-1.5443334441116274,0
0,0,0,0,1,0,2,2,0,0,0,0,0,1,1,1,-0.5025145666067135,-1.066712807540631,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,-2.049835211396303,-0.22474053709299877,1
0,1,0,1,0,0,2,2,0,0,0,0,0,0,3,0,-1.4302829073636292,0.49147525058208646,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,-1.251087683483811,0.9539796387147562,0
1,1,1,1,2,0,0,2,2,2,2,2,2,1,2,0,2.248172417373956,-0.5230925261248308,0
0,0,0,1,2,0,0,2,0,2,0,2,1,1,3,0,0.23292869533929056,0.05930513854631451,0
0,1,1,1,2,1,2,2,2,0,2,2,2,0,0,0,2.884094810732335,0.2078015591990394,0
0,1,1,1,2,0,2,2,0,2,2,0,2,0,1,0,1.6910864704538677,-0.684536157072719,0
1,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0,-1.1820301584338646,-1.1421514577008127,0
0,0,0,1,2,1,2,0,0,0,2,0,0,1,0,0,0.14508603611254978,0.8993793461304302,1
0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0.2428505306557396,0.1939655956146778,1
1,0,1,1,2,1,0,0,0,0,0,2,0,0,2,0,-0.5673576452435605,1.1295067981562845,0
0,1,1,1,0,0,2,2,2,2,2,2,1,1,3,0,1.3353700265199384,0.12226390873891074,0
0,1,0,1,2,1,0,0,0,0,0,2,0,1,1,0,-0.7304928645060627,1.1846031308675566,1
0,1,0,0,1,0,0,0,0,0,2,2,0,1,2,0,-0.11528451988737586,-0.878349802406085,0
0,1,0,1,2,1,0,2,2,2,2,2,2,1,1,1,3.281411907869705,0.07848464780886585,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-2.1082229098116723,-0.3180744773193036,1
0,1,1,1,0,0,0,2,0,0,2,0,0,1,1,0,-1.4081863693506322,0.6232856796711697,0
1,1,1,0,1,0,0,0,2,2,0,0,1,1,3,0,-0.8135511728252914,-0.7114818031232781,0
0,0,0,1,0,1,0,2,0,2,0,0,1,1,0,0,0.36351174005250675,0.3722532685144986,0
0,1,0,1,0,1,0,2,2,0,2,2,0,1,2,1,0.4285043989647697,1.0629453064849352,1
0,1,0,1,2,0,2,2,2,2,2,2,2,1,0,0,2.547857871616293,-0.4055514132358424,0
1,1,1,1,0,1,0,0,0,0,2,0,0,0,2,0,0.3247642295842589,0.30736861984764496,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,-1.7151338979448176,0.3102864160352541,0
0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.5223470739314933,-0.828383680211477,0
1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,-1.741366804911357,-0.6596750038781285,0
1,0,0,1,0,1,2,0,2,0,2,2,1,1,1,0,0.34093133771411066,1.1565931295079483,0
1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,1,1.3846845558050291,0.8567983030745981,1
0,1,0,1,2,1,0,2,2,2,2,2,1,1,1,1,2.8945619466734946,0.1748350712176672,0
1,0,1,1,2,2,1,1,1,1,1,1,2,0,1,0,-0.46969231767587777,-1.4914044740977226,0
1,1,1,1,2,1,0,2,0,2,0,0,2,1,2,0,2.333036822517726,-0.5340914211541173,0
0,0,0,1,2,1,0,2,0,0,2,0,0,1,2,1,0.23139518961654928,0.7985667971468843,1
0,1,1,1,2,0,2,2,0,0,0,2,1,0,0,0,1.0444472907848452,-0.5220583134553444,0
0,0,0,1,2,1,0,2,0,0,0,0,0,1,1,0,-0.6964296748236204,1.019424143889765,1
0,0,0,1,2,1,2,2,2,2,2,2,2,0,1,0,3.502746942111049,0.17614385058400078,0
1,0,0,1,0,1,0,0,2,2,2,2,0,1,2,0,-0.03716006187722269,1.411359434436765,1
0,1,1,1,2,1,2,0,0,2,0,2,1,1,1,0,2.450066591808154,-0.18895375763541758,1
0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,-1.0724141492108359,0.06062135425504487,1
0,0,0,1,2,1,0,2,2,0,2,0,1,1,0,0,1.7997841192663884,0.1762144535120813,0
1,0,0,1,0,1,0,0,0,2,0,0,0,1,2,0,-0.7572214213316409,0.8035771240171599,1
0,1,1,1,2,0,2,2,0,0,2,0,1,0,2,0,-0.9107336971716113,0.7416701792339263,0
0,1,0,1,2,1,2,2,2,0,2,2,1,1,1,0,2.5674032008140504,0.392545722528296,0
1,0,0,1,0,2,1,1,1,1,1,1,2,1,3,0,-1.416095202328175,-0.9285953888951651,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-2.02687299903427,-0.3989517452251229,0
1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0,-1.8374215966911538,-0.6038599548304554,0
1,1,0,1,2,1,2,2,2,2,2,0,0,1,2,0,2.2380400233969553,0.2986289464200739,0
0,0,0,1,2,1,2,0,2,2,2,2,2,0,1,1,3.0820584514462093,0.14946728126325728,0
1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1,-0.5713050525709106,0.7460357144182885,1
0,1,1,1,2,0,0,2,2,0,0,0,2,1,0,0,0.687456383492055,-0.6926945093071761,0
1,0,0,1,2,2,1,1,1,1,1,1,2,0,3,0,-0.26616603573126985,-1.6851020573218705,0
0,1,0,1,2,0,2,2,2,0,0,2,1,0,3,0,1.7661159659380645,-0.6609091767962361,0
1,0,0,1,2,1,2,0,0,0,0,0,0,1,2,0,-0.9904139258678525,1.1572175697448264,0
0,1,1,1,2,1,0,2,2,2,2,2,2,1,0,0,3.205679395426007,0.04101286320054612,0
0,1,0,1,2,2,1,1,1,1,1,1,1,1,2,0,0.05990837781441637,-1.9050843606744718,0
0,1,0,1,2,0,2,2,2,0,0,2,1,0,2,0,0.8316245769663955,-0.2593366576809261,0
0,0,0,0,1,0,2,0,2,2,2,2,2,1,0,0,1.2664648427420329,-0.9744034408730082,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-1.0342878283836843,0.8083878975764092,0
1,1,1,1,2,1,2,2,0,0,2,0,1,1,1,0,2.1836591261642813,-0.03457702377889619,0
0,1,0,1,2,1,2,2,0,0,0,2,1,0,1,1,0.9869555271569065,0.6200715063395101,0
1,1,1,1,2,1,0,0,2,2,2,2,0,0,2,0,0.22079261696447153,1.351293967778219,1
0,0,0,1,2,2,1,1,1,1,1,1,2,0,3,0,-0.1551685403518527,-1.808011219804528,0
1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,1,-1.5330010777294591,-0.8343482751002917,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,-1.7208904315914033,0.3010844782664636,0
0,0,0,0,1,0,2,2,2,0,2,2,0,1,0,1,-0.20137758340378545,-0.14554650521385104,0
1,0,0,1,2,1,0,0,2,0,2,2,0,1,1,1,2.709874880239684,-0.016974443246007467,0
1,1,0,0,1,0,2,0,2,0,0,0,0,0,3,0,-1.3532460983101358,-0.3740236628098381,0
0,1,1,1,0,0,2,2,0,0,0,0,0,0,3,0,-1.2664263477194913,0.38451710563116726,0
0,0,0,1,2,1,2,2,2,0,2,2,0,1,1,0,2.897213020100507,0.27924197372509624,0
1,1,0,1,2,1,2,2,0,0,0,0,0,1,1,1,2.1813052486596725,-0.47203631847918104,0
1,0,0,1,2,1,0,0,2,2,2,2,1,1,1,0,2.70726733801789,0.14143425950029892,0
1,0,0,1,0,0,0,2,0,2,0,2,1,1,2,0,0.8928876967213926,-0.6119671215779904,0
0,1,1,1,2,1,2,2,2,0,2,0,2,1,1,0,2.8279979190727147,-0.18505857742456225,0
0,1,0,1,2,1,0,0,0,2,0,0,0,1,1,0,0.636648987967743,0.15817389720337074,0
1,0,0,1,2,1,0,0,2,2,2,0,0,1,1,0,0.23111354741908055,1.0819507292325587,0
0,0,0,1,0,2,1,1,1,1,1,1,2,1,0,0,-0.05445409983961874,-2.10547715750346,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.891730864392113,-0.598483756877985,0
1,1,0,1,2,1,0,2,0,0,0,0,0,1,2,0,-0.9245022921392348,1.1618908477149619,1
0,1,0,1,2,1,2,2,0,0,2,2,1,1,0,1,3.1577700109686715,-0.019910839302371416,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0,-2.124670148801917,-0.3443657280872766,1
1,1,1,1,2,2,1,1,1,1,1,1,0,1,0,0,-1.9016561909481986,-0.2885106768960167,1
0,1,0,1,2,1,0,2,2,2,2,2,2,1,0,0,2.835232116170018,0.19041513715934288,0
1,1,0,1,0,1,0,0,2,0,2,2,1,1,2,0,0.7223479919156778,0.779844968510171,1
0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,0,-2.11480180540777,-0.3285909776264927,1
0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,0,-1.756395752597779,-0.4093682959956769,0
0,1,1,1,2,1,0,2,2,0,2,2,1,1,2,0,3.023988181510326,0.02795635653966031,0
0,0,0,1,2,1,0,2,2,0,2,2,1,1,0,0,1.185259763887104,0.9194414708332883,0
0,0,0,1,0,1,0,2,2,0,0,2,0,1,2,0,0.009218869307336093,0.9571775265276518,0
1,1,0,0,1,0,2,2,2,0,0,0,2,0,0,0,0.734532055970216,-1.595992178030783,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,2,0,-2.123847786852405,-0.343051165548878,1
0,0,0,1,2,1,2,2,0,0,0,2,0,1,2,0,0.023866620129148974,1.142866224600681,1
0,1,1,1,2,1,0,2,2,2,2,2,2,1,2,0,3.169278157737266,0.11738417335888914,0
0,0,0,1,0,0,2,2,0,2,2,2,0,1,2,0,-0.8783068892133109,1.0345324030649472,0
1,0,0,1,2,1,0,0,2,0,2,0,2,1,2,0,1.8864432129002275,-0.11200825416179398,0
1,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0,-1.55704736253922,-0.8571510216186731,0
0,1,1,1,0,2,1,1,1,1,1,1,0,0,0,0,-1.1274180927158512,-1.2469722581482183,0
1,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,-1.6189175498518846,0.4640902330278968,1
1,1,0,1,0,1,0,0,2,0,2,2,0,1,2,0,2.6890443734500113,-0.31574210266060193,0
0,1,1,1,0,1,0,2,0,0,0,0,0,1,0,0,-1.198174471899142,1.039476435984592,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-2.124670148801917,-0.3443657280872766,1
1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,-1.0285688363148764,0.8106382441552451,1
0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,0,-1.5350434731239646,-0.8915172121384317,0
1,0,0,1,0,1,0,2,0,2,0,0,2,0,0,0,0.3641555045330445,0.39027663028284776,0
1,1,1,1,0,1,0,0,0,0,2,2,1,1,2,0,0.19954376270973986,0.8588867911519376,1
1,0,0,0,1,0,0,0,2,2,0,0,1,0,3,0,-0.6168683225519045,-0.9073251954913402,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.564807708250382,-0.6130841296748563,0
1,0,0,1,0,2,1,1,1,1,1,1,0,1,1,0,-2.0975230564323013,-0.36947296041919675,0
1,1,1,1,0,0,0,2,2,0,0,0,0,1,3,0,-1.4495134980835314,0.5561859697937901,1
0,0,0,1,0,1,0,0,2,0,2,2,1,0,3,0,-0.32917465495560627,1.3435089073342807,1
